class,tweet,CoNLL
-1, fuck you niggah you gay. lol,1	fuckyouniggayougaylol	_	!	!	_	0	_	_	_
1,  gabby's a bitch ; made jackie make the tea packet first.,1	gabbyabitchpmadejackiemaketheteapacketfirst	_	!	!	_	0	_	_	_
1,"running the game for 5 years guess that's why my feet hurt , wonder when they bite me do these bitches teeth hurt ",1	runningthegamefor5yearsguessthatswhymyfeethurtpwonderwhentheybitemedothesebitchesteethhurt	_	!	!	_	0	_	_	_
-1,fuck ur god until dat faggot strikes me down,1	fuckurgoduntildatfaggotstrikesmedown	_	!	!	_	0	_	_	_
1,he a hoe fa that   incredible vagina is rarely ever attached to an incredible woman. god has a weird sense of humor.,1	heahoefathatincrediblevaginaisrarelyeverattachedtoanincrediblewomangodhasaweirdsenseofhumor	_	!	!	_	0	_	_	_
1, u good man long time my niggah,1	ugoodmanlongtimemynigga	_	!	!	_	0	_	_	_
-1,why people think gay marriage is okay is beyond me. sorry i don't want my future son seeing 2 fags walking down the street holding hands an,1	whypeoplethinkgaymarriageisokayisbeyondmesorryidonutwantmyfuturesonseeing2fagswalkingdownthestreetholdinghandsan	_	!	!	_	0	_	_	_
-1,i'm obviously not talking about cod because that game is for queers.,1	imobviouslynottalkingaboutcodbecausethatgameisforqueers	_	L	L	_	0	_	_	_
-1,  i really hate attention seeking hoes. hope they all die,1	ireallyhateattentionseekinghoeshopetheyalldie	_	L	L	_	0	_	_	_
-1, 1) he's a faggot and i don't like him. 2) i'm on the other side of the state.,1	1hersafaggotandidonutlikehim2imontheothersideofthestate	_	$	$	_	-1	_	_	_
-1, sit down and stfu raghead  ,1	sitdownandstfuahead	_	!	!	_	0	_	_	_
-1," go pray in a church or something fag, no one cares about your religious bullshit.",1	goprayinachurchorsomethingfagnoonecaresaboutyourreligiousbullshit	_	!	!	_	0	_	_	_
1, everytime pro teams do gb tourneys that get schmanged. im not fanboying im just saying i don't think u should say they're trash.,"1	everytimeproteamsdogbtourneysthatgetschmanged	_	^	^	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	imnotannoyingimjustsayingidonutthinkushouldsaytheyretrash	_	G	G	_	-1	_	_	_"
1,  i got bitches an i know some killlllllas fuck y'all,1	igotbitchesaniknowsomekilllllllasfuckyall	_	!	!	_	0	_	_	_
-1, i don't give a flying fuck what a teabagger piece of human garbage like you thinks =),1	idonutgiveaflyingfuckwhatateabaggerspieceofhumangarbagelikeyouthinksto	_	!	!	_	0	_	_	_
1,"okay bitchlisten up this is important,,,,,,,,((ur eyebrows should not be a centimeter apart))","1	okaybitchlistenupthisisimportant	_	!	!	_	0	_	_	_
2	,,,,,,,,	_	,	,	_	-1	_	_	_
3	((	_	,	,	_	-1	_	_	_
4	ureyebrowsshouldnotbeacentimeterapart	_	!	!	_	0	_	_	_"
1,"  yesterday, the caged bird sang the blues. rip mayaangelou.","1	yesterdaythecagedbirdsangthebluesripmayaangelou	_	!	!	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_"
1, bitch wea you going.,1	bitchweyougoing	_	!	!	_	0	_	_	_
-1, go back to nigeria faggot,1	gobacktonigeriafaggot	_	!	!	_	0	_	_	_
-1, like the new avi. my twitter is retarded and shows you in the cubs hat but when i stalk your profile it show the new one,1	likethenewavidmytwitterisretardedandshowsyouinthecubshatbutwhenistalkyourprofileitshowthenewone	_	!	!	_	0	_	_	_
-1,    so tony i think yr a rude little cunt and too too young to even know what real rock and rol,1	sotonyithinkyrarudelittlecuntandtootooyoungtoevenknowwhatrealrockandrol	_	!	!	_	0	_	_	_
-1," true i miss yall man, yall are my brothers. is mikey starting? and what about the chink? lmfao",1	trueimissyallmanyyallaremybrothersismikeystartingandwhataboutthechinkslmfao	_	!	!	_	0	_	_	_
-1,already more yellows than the last 2 years combined indycar honda200,1	alreadymoreyellowsthanthelast2yearscombinedindycarhonda200	_	$	$	_	-1	_	_	_
-1," not no but hell no, when blk. stop sayin nigger i will, what they can have i can have. this is america",1	notnobuthellnotwhenblkstopsayinniggeriwillwhattheycanhaveicanhavethisisamerica	_	!	!	_	0	_	_	_
1,its crazy hoe we all ken folks im talking all my friends is my family,1	itscrazyhoeweallkenfolksimtalkingallmyfriendsismyfamily	_	!	!	_	0	_	_	_
-1, nigga who's bitch u fucking cracker get your gay ass out my mentions.,1	niggawhosbitchufuckingcrackergetyourgayassoutmymentions	_	N	N	_	0	_	_	_
-1, oh really? fags are gross you aids infected sick fuckers,1	ohreallyfagsaregrossyouaidsinfectedsickfuckers	_	!	!	_	0	_	_	_
1, bad bitches is the only thing that i like ,1	badbitchesistheonlythingthatilike	_	!	!	_	0	_	_	_
-1,come on nd get that chicken niggers love dat chicken from popeyes ,1	comeonndgetthatchickenniggerslovedatchickenfrompopeyes	_	N	N	_	0	_	_	_
-1,rino trash like    see conservatives as the democrat party see blacks. as their slave property. tcot,1	rinotrashlikeseeconservativesasthedemocratpartyseeblacksastheirslavepropertycot	_	!	!	_	0	_	_	_
-1,next time u gone call a darky a nicca..call dat coon a jungle bunnyboondocks p.s. i... ,"1	nexttimeugonecalladarkanicca	_	!	!	_	0	_	_	_
2	..	_	,	,	_	-1	_	_	_
3	calldatcoonajunglebunnyboondockspasti	_	G	G	_	-1	_	_	_
4	...	_	~	~	_	-1	_	_	_"
-1,niggas are so fucking gay... and they try to cancel it out by saying nah were bros it's cool nahhhhhaahahahaha you a faggot bruh,"1	niggaaresofuckinggay	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	andtheytrytocancelitoutbysayingnahwerebrositscoolnahhhhhaahahahahayouafaggotbruh	_	!	!	_	0	_	_	_"
1,shitting on these crusty hoes ,1	sittingonthesecrustyhoes	_	N	N	_	0	_	_	_
-1,first thing i do when i hit the lotto is buying  two fat bitches and watching her eat both in one sitting,1	firstthingidowhenihitthelottoisbuyingtwofatbitchesandwatchinghereatbothinonesitting	_	!	!	_	0	_	_	_
-1, shut up you stupid bitch,1	shutupyoustupidbitch	_	!	!	_	0	_	_	_
1,catch me fuckin off tonight  nolinenowait in that bitch as well... meetmethere ,"1	catchmefuckinofftonightnolinenowaitinthatbitchaswell	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	meetmethere	_	!	!	_	0	_	_	_"
1,  you're are only a hoe when you fuck him and think you're pregnant ... not when you party together ,"1	youreareonlyahoewhenyoufuckhimandthinkyourepregnant	_	!	!	_	0	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	notwhenyoupartytogether	_	G	G	_	-1	_	_	_"
1,  gameplan: 1. eat the pussy 2. beat the pussy up 3. apologize to the pussy by eating it again because it's so good.,1	gameplan1eatthepussy2beatthepussyup3apologizetothepussybyeatingitagainbecauseitssogood	_	!	!	_	0	_	_	_
-1,"he ain't shit girl, he a bitch made nigga ",1	hepaintshitgirlheabitchmadenigga	_	!	!	_	0	_	_	_
1,   brees been trash since this.... ,"1	breesbeentrashsincethis	_	G	G	_	-1	_	_	_
2	....	_	,	,	_	-1	_	_	_"
1,if you have chemistry the only other thing you need is timing.. but timing's a bitch.,1	ifyouhavechemistrytheonlyotherthingyouneedistimingbuttimingsabitch	_	!	!	_	0	_	_	_
-1, your 2. and 3. nigga them hoes suck wayans brothers are not funny at all jamie foxx should be number 2,1	your2and3niggathemhoessuckwayansbrothersarenotfunnyatalljamiefoxxshouldbenumber2	_	!	!	_	0	_	_	_
1, people bitch because they lose an hour of sleep today but it evens out and we get more daylight,1	peoplebitchbecausetheyloseanhourofsleeptodaybutitevensoutandwegetmoredaylight	_	!	!	_	0	_	_	_
1,  green/yellow fuel pumpdieselstation,1	green/yellowfuelpumpdieselstation	_	A	A	_	-1	_	_	_
1,  he's saying...he doesn't discriminate. he like darkskin hoes he like lightskin hoes he like asians. as long as they bad.,"1	herssaying	_	!	!	_	0	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	hedoesntdiscriminatehelikedarkseidhoeshelikelightninhoeshelikeasiansaslongastheybad	_	!	!	_	0	_	_	_"
-1,between this trend and the vines acting like women its like niggas couldn't wait to be faggots ,1	betweenthistrendandthevinesactinglikewomenitslikeniggacouldntwaittobefaggots	_	^	^	_	-1	_	_	_
-1,"...you're white, aren't you? *rolls eyes*    rip to my nigga trayvon, a worthless spear chucker","1	...	_	,	,	_	-1	_	_	_
2	you'rewhitearendtyourollseyesriptomyniggatrayvonaworthlessspearchucker	_	O	O	_	-1	_	_	_"
1,this is why nothing gets done. morons like coburn trying 2 ad a gun amendment 2 a public works bill. push back on the teabagger morningjoe,1	thisiswhynothinggetsdonemoronslikecoburntrying2adagunamendment2apublicworksbillpushbackontheteabaggersmornington	_	$	$	_	-1	_	_	_
-1,  beyonc is trash.,1	beyoncistrash	_	!	!	_	0	_	_	_
1,  these hoes will fake like they really f*ck with you but be hating on you lowkey,1	thesehoeswillfakeliketheyreallyfuckwithyoubutbehatingonyoulowkey	_	^	^	_	-1	_	_	_
-1, you are a pussy without your guns bitch as spic. your daddy doesn't even respect the sperm he drop in your moms stank pussy,1	youareapussywithoutyourgunsbitchasspiceyourdaddydoesntevenrespectthespermhedropinyourmomsstankpussy	_	!	!	_	0	_	_	_
1,gary's girl was a tranny.   i wonder what would have become of  if he'd written 'gary's girl'.,1	garysgirlwasatrannyiwonderwhatwouldhavebecomeofifheadwrittengarysgirl	_	!	!	_	0	_	_	_
1,fresh out the gym but yet i'm bout to eat free birds.,1	freshoutthegymbutyetimbouttoeatfreebirds	_	^	^	_	-1	_	_	_
-1,  you both sure do you want to give a free pass to every border jumper in this country you two are what's wrong here,1	youbothsuredoyouwanttogiveafreepasstoeveryborderjumperinthiscountryyoutwoarewhatswronghere	_	!	!	_	0	_	_	_
1,"' on twitter say she ridin for a niggah  . that's why i really fuck with her , she down to pull the trigger  .",1	pontwittersaysheridinforaniggapthatswhyireallyfuckwithherpshedowntopullthetriggerp	_	!	!	_	0	_	_	_
-1, fuck those faggots,1	fuckthosefaggots	_	!	!	_	0	_	_	_
-1,virginia is full of white trash.,1	virginiaisfullofwhitetrash	_	!	!	_	0	_	_	_
1,"abby doesnt understand how beautiful she is, bitch you is straight up trippin. you know guys be droolin boutchu. dont play. lmao","1	abbydoesntunderstandhowbeautifulsheisbitchyouisstraightuptrippingyouknowguysbedroolingboutchu	_	!	!	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	dontplaylmao	_	!	!	_	0	_	_	_"
1,nah nicca.. you got gas     blowing gas ,"1	nahnicca	_	!	!	_	0	_	_	_
2	..	_	,	,	_	-1	_	_	_
3	yougotgasblowinggas	_	L	L	_	0	_	_	_"
-1,i love fuckin wit people. i be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like nigga im shittin likea goose,1	ilovefuckinwitpeopleibegivingreedyassninasoldascrackerswitexpiredcheesedeybecallinmelikeniggaimsittinlikeagoose	_	L	L	_	0	_	_	_
-1,i think this nigga retarded g,1	ithinkthisniggaretardedg	_	!	!	_	0	_	_	_
1,stinky hoe,1	stinkyhoe	_	!	!	_	0	_	_	_
-1, oh shut your mouth i was talkin about the morning you fag,1	ohshutyourmouthiwastalkinaboutthemorningyoufag	_	!	!	_	0	_	_	_
1,walked into a party and they was playin nelly - air force ones. i walked outta that bitch immediately and littered in their yard,1	walkedintoapartyandtheywasplayinnellypairforceonesiwalkedouttathatbitchimmediatelyandlitteredintheiryard	_	!	!	_	0	_	_	_
-1,"  idc what phone u got, lol silly nigger",1	idcwhatphoneugotlolsillynigger	_	L	L	_	0	_	_	_
-1, hey fag i 3 you,1	heyfagi3you	_	!	!	_	0	_	_	_
1,    don't get me started on you potato head lookin ass bitch,1	donutgetmestartedonyoupotatoheadlookinassbitch	_	!	!	_	0	_	_	_
1,  you gotta be straight forward with hoes ... tell them what you want from jump ...,"1	yougottibestraightforwardwithhoes	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	tellthemwhatyouwantfromjump	_	G	G	_	-1	_	_	_
4	...	_	~	~	_	-1	_	_	_"
1, bitch,1	bitch	_	N	N	_	0	_	_	_
1,"i love how we can marry and still be the same queer, messy, funny, fabulous, dramatic community we've always been. why i love us.",1	ilovehowwecanmarryandstillbethesamequeermessyfunnyfabulousdramaticcommunitywevealwaysbeenwhyiloveuse	_	L	L	_	0	_	_	_
1,  i know bitch,1	iknowbitch	_	!	!	_	0	_	_	_
-1,"if you would have followed george washington in 1776, it means that you're white trash.",1	ifyouwouldhavefollowedgeorgewashingtonin1776itmeansthatyourewhitetrash	_	!	!	_	0	_	_	_
1,you got my name in your mouth but i got your bitch on my dick ,1	yougotmynameinyourmouthbutigotyourbitchonmydick	_	!	!	_	0	_	_	_
-1, happy cuz i woke up white and not a nigger,1	happycuziwokeupwhiteandnotanigger	_	^	^	_	-1	_	_	_
1, go to sleep niggah lol,1	gotosleepniggalol	_	!	!	_	0	_	_	_
-1,"jennifer lawrence's nudes sooooo trash. im still smashin though, no doubt",1	jenniferlawrencesnudessoooootrashimstillsmashingthoughnodoubt	_	!	!	_	0	_	_	_
1, bitch don't reply,1	bitchdonutreply	_	!	!	_	0	_	_	_
1,  lol i have an obsession with smell goods. candles...plug ins....spray...the smelly good wax thingys...pussy....,"1	lolihaveanobsessionwithsmellgoodscandles	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	plugins	_	N	N	_	0	_	_	_
4	....	_	,	,	_	-1	_	_	_
5	spray	_	N	N	_	0	_	_	_
6	...	_	,	,	_	-1	_	_	_
7	thesmellygoodwaxthingys	_	G	G	_	-1	_	_	_
8	...	_	,	,	_	-1	_	_	_
9	pussy	_	N	N	_	0	_	_	_
10	....	_	,	,	_	-1	_	_	_"
1,"gettin a lil midnight snack, best po-boys in town genes with my nigs  and nick_swag_is_504 ",1	gettinalilmidnightsnacksbestcowboysintowngeneswithmyrigsandnick_swag_is_504	_	N	N	_	0	_	_	_
-1,"  fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. punk. bitch, ain't worth my time",1	fuckyoustupidasscowardasspunkbitchfaggotassracistpieceofshitpunkbitchpaintworthmytime	_	!	!	_	0	_	_	_
1,  eddy and teezy get no pussy so i don't know why they always talking about that shit. they've never taken anyone's girl eit,1	eddyandteenygetnopussysoidonutknowwhytheyalwaystalkingaboutthatshittheyvenevertakenanyonesgirleit	_	!	!	_	0	_	_	_
1,if only you bitches really knew,1	ifonlyyoubitchesreallyknew	_	!	!	_	0	_	_	_
-1," we hate the yankees though, right? i feel like i'm really good at hating them.",1	wehatetheyankeesthoughrightifeellikeimreallygoodathatingthem	_	!	!	_	0	_	_	_
-1, it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,1	itwasajokeyoufullybitchbehappyunclesnoopevenacknowledgedyournastyasslmao	_	!	!	_	0	_	_	_
1,fact females that tweet all the dayum day r hoes that need attention ijs wontgetme,1	factfemalesthattweetallthedatumdayrhoesthatneedattentioniswontgetme	_	!	!	_	0	_	_	_
1,"i dont give a single shit who you are, if you wear a suit and white cotton socks i am just going to assume you are functionally retarded.",1	idontgiveasingleshitwhoyouareifyouwearasuitandwhitecottonsocksiamjustgoingtoassumeyouarefunctionallyretarded	_	L	L	_	0	_	_	_
1,i'm gonna kill bitches today.,1	imgonnakillbitchestoday	_	!	!	_	0	_	_	_
1,their gotta be a loaded lux vs murda mook 3,1	theirgottibealoadedluxvsmuradlook3	_	$	$	_	-1	_	_	_
-1,no. its wrong to try to change faggots there is no therapy so tcot should understand and sympathize like they are retards,1	notitswrongtotrytochangefaggotsthereisnotherapysocotshouldunderstandandsympathizeliketheyareretards	_	!	!	_	0	_	_	_
-1, but that's what you call white trash with money,1	butthatswhatyoucallwhitetrashwithmoney	_	!	!	_	0	_	_	_
1,happycolumbusday  if is wasn't for america.................karlmarx would never have thought of sharing colonialism with injuns ,"1	happycolumbusdayifiswasntforamerica	_	!	!	_	0	_	_	_
2	.................	_	,	,	_	-1	_	_	_
3	karlmarxwouldneverhavethoughtofsharingcolonialismwithinjun	_	G	G	_	-1	_	_	_"
1,  and i really be thuggin wtf i look like hanging around some lil chipotle jamba juice ass bitches like  ,1	andireallybechugginwtfilooklikehangingaroundsomelilchipotlejamajuiceassbitcheslike	_	!	!	_	0	_	_	_
-1,"  don't forget nappy headed, butt ugly bitch, who's married to a muslim",1	donutforgethappyheadedbuttuglybitchwhosmarriedtoamuslim	_	!	!	_	0	_	_	_
-1,bitches be having a nigga but want to be another nigga wcw bitch it don't work like that,1	bitchesbehavinganiggabutwanttobeanotherniggawcwbitchitdonutworklikethat	_	!	!	_	0	_	_	_
-1,   they are wrong you are a nigger always causung mischief among ur own people,1	theyarewrongyouareaniggeralwayscausingmischiefamongurownpeople	_	^	^	_	-1	_	_	_
1,these hoes gotta pay for my company,1	thesehoesgottipayformycompany	_	^	^	_	-1	_	_	_
1, funky hoe you gone solo,1	funkyhoeyougonesolo	_	!	!	_	0	_	_	_
1,  when a bitch that once curved me now all up on my dick ,1	whenabitchthatoncecurvedmenowalluponmydick	_	!	!	_	0	_	_	_
-1, yes you do retard.,1	yesyoudoretards	_	!	!	_	0	_	_	_
-1, okay closet fag,1	okayclosetfag	_	!	!	_	0	_	_	_
-1,it stinks in here must be then pussy ass niggas talkin shit tomyfacebro test me,1	itstinksinheremustbethenpussyassniggatalkinshittomyfacebrotestme	_	L	L	_	0	_	_	_
1,"  yeah i checked my connection, i have fucking wifi. did you check if you were being a lil bitch nigga? ",1	yeahicheckedmyconnectionihavefuckingwifididyoucheckifyouwerebeingalilbitchnigga	_	!	!	_	0	_	_	_
1,still downtown with these bitches.,1	stilldowntownwiththesebitches	_	N	N	_	0	_	_	_
1,"  hot off the press, heres todd mcshays first post-combine nfl mock draft, including a new no. 1. ",1	hotoffthepressherestoddmishapsfirstpost-combinenflmockdraftincludinganewnot1	_	!	!	_	0	_	_	_
1,  yeah i read yo shit to fast bitch,1	yeahireadyoshittofastbitch	_	!	!	_	0	_	_	_
1,i named my penis the truth because bitches can't handle it.,1	inamedmypenisthetruthbecausebitchescanthandleit	_	!	!	_	0	_	_	_
-1, you a fag b,1	youafagb	_	!	!	_	0	_	_	_
-1,   you little fag. at least i will fuck a woman to have kids. plus work to support them. hipster homo,1	youlittlefagatleastiwillfuckawomantohavekidsplusworktosupportthemhipsterhomo	_	!	!	_	0	_	_	_
1,  suck a dick hoe,1	suckadickhoe	_	!	!	_	0	_	_	_
1,  terrance you wanna be one of my hoes ,1	terranceyouwannabeoneofmyhoes	_	^	^	_	-1	_	_	_
-1,   you fuckin yankees i'll be there in 2 months i'll meet you pussy,1	youfuckinyankeesillbetherein2monthsillmeetyoupussy	_	!	!	_	0	_	_	_
1,got all the black bitches mad cuz my main bitch vanilla,1	gotalltheblackbitchesmadcuzmymainbitchvanilla	_	!	!	_	0	_	_	_
1,  when yall having a good day ; she brings up a bitch from twitter ,1	whenyallhavingagooddaypshebringsupabitchfromtwitter	_	!	!	_	0	_	_	_
1,my nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga.....,"1	mybigjusfoundouthisgirlfuckinanithabigsohemeetsupwitdisnigga	_	!	!	_	0	_	_	_
2	.....	_	,	,	_	-1	_	_	_"
-1," o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao you can dm me",1	ouunfollowedmesoicantdmupsoillsayithereyourearudecuntlmaoyoucandmme	_	!	!	_	0	_	_	_
1, i likes it back dare. it's free fo me cause whitey pay da fee,1	ilikesitbackdareitsfreefomecausewhiteypaydafee	_	L	L	_	0	_	_	_
1,no hoe shit or roxy shit but dawggg i swear i ain't knw kia no how to fight...,"1	nohoeshitorroxyshitbutdawgsiswearipaintknwkianohowtofight	_	!	!	_	0	_	_	_
2	...	_	,	,	_	-1	_	_	_"
1,glad i ain't got no bird legs ,1	gladipaintgotnobirdlegs	_	!	!	_	0	_	_	_
-1," you don't have any kids? what are you, one of them queers?",1	youdonuthaveanykidswhatareyouoneofthemqueers	_	!	!	_	0	_	_	_
1,all my old hoes wana have my baby,1	allmyoldhoeswanthavemybaby	_	N	N	_	0	_	_	_
1,cocoa puffs time bitch,1	cocoapuffstimebitch	_	!	!	_	0	_	_	_
1,"  fridayfaves   this bitch is dressed for church, the club, the gym, and to slay vampires  ",1	fridayfavesthisbitchisdressedforchurchtheclubthegymandtoslayvampires	_	^	^	_	-1	_	_	_
-1,look at this little faggot. tell her she's beautiful as much as you can. it'll make her smile,1	lookatthislittlefaggotstellhershesbeautifulasmuchasyoucanitllmakehersmile	_	!	!	_	0	_	_	_
